City,Price(TRY),Brand,Series,Model,Year,Mileage(km),TransmissionType,FuelType,BodyType,EngineSize(cc),EnginePower(HP),DriveTrain,ListingYear,ListingMonth,ListingDay
70,650000,6,10,596,2017,160000,1,0,6,1401,76,1,2025,4,7
41,305000,6,12,742,2003,322000,0,4,3,1401,101,1,2025,4,7
78,290000,6,11,640,2001,312000,1,4,7,1587,90,1,2025,4,7
57,265000,6,5,376,2005,185000,1,2,3,1360,91,1,2025,4,7
77,536950,6,7,541,2009,134000,0,2,3,1598,122,1,2025,4,7
28,329000,6,17,597,2007,279000,1,0,6,1401,101,1,2025,4,7
29,320000,6,5,376,2004,295000,1,4,3,1201,76,1,2025,4,7
46,355000,6,2,30,2008,204000,1,2,3,998,69,1,2025,4,7
61,520000,6,7,293,2012,289000,1,0,3,1360,71,1,2025,4,7
49,545000,6,13,734,2011,296000,0,4,3,1598,122,1,2025,4,7
4,600000,6,20,705,2012,190000,1,2,6,1598,158,1,2025,4,7
6,425000,6,5,258,2007,118000,0,4,3,1360,76,1,2025,4,7
77,240000,6,5,291,2005,274000,1,0,2,1398,69,1,2025,4,7
44,445000,6,17,597,2006,280000,1,0,6,1560,112,1,2025,4,7
65,195000,6,11,740,2000,330000,1,2,3,1401,76,1,2025,4,7
28,235000,6,5,295,2006,320000,1,0,3,1398,69,1,2025,4,7
77,268500,6,5,373,2005,325000,0,4,3,1360,76,1,2025,4,7
5,250000,6,11,740,1998,255000,0,4,3,1401,76,1,2025,4,7
36,585000,6,7,246,2011,70000,0,2,3,1360,91,1,2025,4,7
67,470000,6,7,729,2012,144000,0,2,3,1587,122,1,2025,4,7
49,739500,6,13,595,2017,121000,1,0,3,1560,93,1,2025,4,7
36,330000,6,12,597,2007,347500,1,0,3,1560,91,1,2025,4,7
20,305000,6,5,374,2004,212000,0,4,3,1360,76,1,2025,4,7
55,440000,6,12,525,2006,221000,1,4,7,1587,110,1,2025,4,7
75,470000,6,12,597,2006,132000,1,0,3,1560,112,1,2025,4,7
22,238000,6,11,776,2001,287000,1,4,3,1761,112,1,2025,4,7
43,265000,6,16,846,2000,270000,1,4,6,1997,137,1,2025,4,6
20,470000,6,7,292,2009,235000,1,0,3,1398,71,1,2025,4,6
0,799000,6,20,747,2012,132000,2,0,6,1560,114,1,2025,4,6
41,275000,6,5,742,1999,200000,1,4,3,1587,89,1,2025,4,6
5,734000,6,20,747,2015,279000,2,0,6,1560,117,1,2025,4,6
41,357000,6,5,374,2004,157000,0,4,3,1360,76,1,2025,4,6
64,365000,6,12,740,2003,248000,1,4,3,1587,110,1,2025,4,6
43,290000,6,5,214,2001,259500,1,2,3,1360,76,1,2025,4,6
52,270000,6,5,375,2006,300000,1,0,3,1398,69,1,2025,4,6
12,370000,6,5,295,2006,175000,1,0,7,1398,69,1,2025,4,6
6,365000,6,13,597,2008,296000,1,0,3,1560,91,1,2025,4,6
77,280000,6,5,295,2004,390000,1,0,3,1398,69,1,2025,4,6
20,240000,6,5,374,2005,318000,1,2,3,1360,76,1,2025,4,6
26,700000,6,7,596,2012,115000,1,0,3,1560,91,1,2025,4,6
33,290000,6,5,215,2010,175000,1,4,6,1360,76,1,2025,4,6
77,260000,6,12,290,2004,300000,1,0,3,1398,69,1,2025,4,6
77,1325000,6,20,390,2020,88000,0,0,6,1499,130,1,2025,4,6
5,435500,6,7,292,2007,226500,1,0,3,1398,71,1,2025,4,6
44,780000,6,8,281,2013,120000,2,0,3,1398,69,1,2025,4,6
27,355000,6,5,215,2008,157000,1,4,6,1360,76,1,2025,4,6
52,1450000,6,13,78,2023,35000,0,2,3,1199,132,1,2025,4,6
6,570000,6,10,595,2017,220000,1,0,6,1560,93,1,2025,4,6
77,465000,6,8,294,2013,260000,1,0,3,1398,69,1,2025,4,6
5,615000,6,10,113,2019,120000,1,2,6,1199,83,1,2025,4,6
44,435000,6,7,293,2012,310000,1,0,3,1360,71,1,2025,4,6
6,1520000,6,20,387,2024,40000,0,0,6,1499,130,1,2025,4,6
77,195000,6,1,1168,2001,300000,1,4,2,1360,76,1,2025,4,6
65,189900,6,11,593,1998,177000,1,2,6,1587,90,1,2025,4,6
1,425000,6,7,372,2008,136000,1,4,3,1397,96,1,2025,4,6
16,445000,6,6,246,2011,99000,1,4,3,1360,76,1,2025,4,6
77,1457750,6,20,387,2022,157000,0,0,6,1499,130,1,2025,4,6
27,610000,6,10,729,2012,162000,0,4,6,1587,117,1,2025,4,6
5,589000,6,13,747,2012,185000,0,0,3,1401,101,1,2025,4,6
47,449900,6,7,364,2009,196000,0,4,3,1201,76,1,2025,4,6
43,652000,6,10,484,2018,140000,1,0,6,1560,102,1,2025,4,6
20,539900,6,7,292,2011,150000,1,0,3,1360,71,1,2025,4,6
77,349000,6,7,292,2009,269000,1,0,3,1201,51,1,2025,4,6
5,1079000,6,13,488,2016,97000,0,0,3,1560,122,1,2025,4,6
5,648000,6,7,596,2011,198000,1,0,3,1560,91,1,2025,4,6
52,236000,6,1,1190,1998,257000,1,4,3,1360,76,1,2025,4,6
53,340000,6,12,597,2006,292000,1,0,3,1560,112,1,2025,4,6
78,835000,6,8,75,2016,85150,0,2,3,1199,112,1,2025,4,6
77,457500,6,7,292,2011,242000,1,0,3,1360,71,1,2025,4,6
77,409750,6,12,597,2006,198520,1,0,7,1560,112,1,2025,4,6
78,1269000,6,20,649,2020,109000,0,2,6,1598,180,1,2025,4,6
50,239000,6,5,295,2006,265000,1,0,3,1398,69,1,2025,4,6
77,989000,6,13,487,2018,43000,0,0,3,1560,122,1,2025,4,6
77,385000,6,6,370,2012,151000,1,4,3,1360,76,1,2025,4,6
11,425000,6,12,642,2004,258862,0,4,7,1401,76,1,2025,4,6
6,849000,6,13,487,2016,160000,0,0,3,1560,122,1,2025,4,6
28,313500,6,17,597,2009,185000,1,0,6,1401,101,1,2025,4,6
20,365000,6,5,374,2005,210000,0,2,3,1360,76,1,2025,4,6
20,267500,6,12,741,2004,511000,1,2,3,1587,110,1,2025,4,6
77,580000,6,10,386,2020,151000,1,0,6,1401,76,1,2025,4,6
29,865000,6,13,114,2015,121500,0,2,3,1199,132,1,2025,4,6
5,895000,6,13,749,2016,89500,1,0,3,1560,116,1,2025,4,6
17,920000,6,13,77,2020,115000,0,2,3,1199,132,1,2025,4,6
5,513000,6,7,604,2011,256500,1,0,7,1560,112,1,2025,4,6
44,480000,6,7,292,2007,193000,1,0,3,1398,71,1,2025,4,6
53,1060000,6,8,76,2021,38000,0,2,3,1199,132,1,2025,4,6
5,565000,6,10,596,2014,199500,1,0,6,1560,93,1,2025,4,6
6,1110000,6,13,77,2020,40800,0,2,3,1199,132,1,2025,4,6
4,699000,6,10,596,2017,145000,1,0,6,1560,93,1,2025,4,6
52,705000,6,10,596,2015,78000,1,0,6,1560,93,3,2025,4,6
41,420000,6,6,215,2011,152500,1,4,3,1360,76,1,2025,4,6
29,300000,6,5,257,2006,239000,0,4,3,1360,76,1,2025,4,6
29,390000,6,7,292,2007,325000,1,0,3,1398,71,1,2025,4,6
44,340000,6,12,297,2005,283000,1,0,3,1398,69,1,2025,4,6
5,505000,6,5,650,2005,158000,1,2,2,1587,110,1,2025,4,6
77,695000,6,20,705,2012,123000,1,2,6,1598,158,1,2025,4,6
33,300000,6,5,214,2001,278000,1,4,3,1360,76,1,2025,4,6
20,1565000,6,20,387,2023,91000,0,0,6,1499,130,1,2025,4,6
77,1350000,6,20,390,2020,58000,0,0,6,1499,130,3,2025,4,6
33,280000,6,5,296,2004,285000,1,0,3,1398,71,1,2025,4,6
13,1550000,6,20,387,2022,108000,0,0,6,1499,130,1,2025,4,6
23,1569000,6,13,78,2023,19000,0,2,3,1199,132,1,2025,4,6
6,410000,6,7,292,2008,307000,1,0,3,1398,71,1,2025,4,6
77,600000,6,10,595,2015,135000,1,0,6,1560,93,1,2025,4,6
27,335000,6,5,215,2008,172000,1,4,6,1360,76,1,2025,4,6
20,290000,6,5,373,2006,177000,1,4,3,1360,76,1,2025,4,6
6,588000,6,13,747,2012,225000,2,0,3,1560,114,1,2025,4,6
78,300000,6,12,742,2003,228000,0,4,3,1587,110,1,2025,4,6
6,315000,6,5,296,2005,286000,1,0,3,1398,69,1,2025,4,6
28,370000,6,7,292,2007,256000,1,0,3,1398,71,1,2025,4,6
5,1430000,6,13,75,2023,10333,0,2,3,1199,132,1,2025,4,6
33,435000,6,13,598,2011,257000,0,0,3,1560,112,1,2025,4,6
5,485000,6,10,596,2013,235000,1,0,6,1560,93,1,2025,4,6
77,835000,6,10,596,2017,72000,1,0,6,1560,93,1,2025,4,6
78,397000,6,7,595,2011,192000,1,0,7,1560,91,1,2025,4,6
79,265000,6,5,215,2009,226000,1,4,6,1360,76,1,2025,4,6
9,330000,6,5,375,2000,169000,0,4,3,1360,76,1,2025,4,6
77,575000,6,10,595,2015,182000,1,0,6,1560,93,1,2025,4,6
52,300000,6,5,374,2004,224000,1,4,3,1360,76,1,2025,4,6
5,628000,6,10,485,2018,199000,1,0,6,1560,102,1,2025,4,6
78,290000,6,5,296,2004,280000,1,0,3,1398,69,1,2025,4,6
72,335000,6,12,741,2004,293300,0,4,3,,,3,2025,4,6
77,560750,6,10,595,2018,193750,1,0,6,1560,93,1,2025,4,6
65,490000,6,10,112,2014,115000,1,2,6,1199,73,1,2025,4,6
77,320000,6,12,604,2005,275000,1,0,7,1560,112,1,2025,4,6
41,325000,6,12,285,2004,278000,1,0,3,1398,69,1,2025,4,6
77,700000,6,10,74,2019,32000,1,2,6,1199,83,1,2025,4,6
6,480000,6,7,289,2007,225000,1,0,3,1398,71,1,2025,4,6
0,265000,6,5,376,2000,208000,0,4,3,1360,76,1,2025,4,6
57,320000,6,5,215,2007,161000,1,4,6,1360,76,1,2025,4,6
20,835000,6,13,748,2014,94000,1,0,3,1560,117,3,2025,4,6
5,358500,6,12,742,2003,330000,0,2,3,1587,110,1,2025,4,6
5,634000,6,10,595,2017,162000,1,0,6,1560,93,1,2025,4,6
11,1180000,6,13,80,2020,18100,0,2,3,1199,132,1,2025,4,6
77,350000,6,5,375,2001,158000,0,4,3,1360,76,1,2025,4,6
5,210000,6,5,375,2000,260000,1,2,3,1360,76,1,2025,4,6
5,245000,6,5,375,2000,248000,0,4,2,1360,76,1,2025,4,6
5,295000,6,5,657,2000,270000,1,4,3,1587,110,1,2025,4,6
78,465000,6,13,597,2010,193000,2,0,3,1560,112,1,2025,4,6
5,465000,6,17,842,2006,354000,1,0,7,1801,101,1,2025,4,6
44,449000,6,17,597,2006,253400,1,0,6,1560,112,1,2025,4,6
67,375000,6,7,292,2008,283000,1,0,3,1398,71,1,2025,4,6
44,810000,6,20,746,2014,220000,2,0,6,1560,117,1,2025,4,6
0,425000,6,10,595,2016,240000,1,0,6,1560,93,1,2025,4,6
5,652500,6,10,595,2016,127000,1,0,6,1560,93,1,2025,4,6
60,329999,6,5,373,2006,212000,0,4,3,1360,76,1,2025,4,6
70,595000,6,10,484,2018,211000,1,0,6,1560,102,1,2025,4,6
77,465000,6,13,730,2009,148000,0,2,3,1598,122,1,2025,4,6
77,994750,6,8,79,2021,45000,0,2,3,1199,101,1,2025,4,6
77,1488950,6,20,390,2022,38000,0,0,6,1499,130,1,2025,4,6
65,1082900,6,13,81,2020,62000,0,2,3,1199,132,3,2025,4,6
20,310000,6,5,742,2001,290000,1,4,3,1587,109,1,2025,4,6
77,497000,6,10,484,2018,209000,1,0,6,1560,102,1,2025,4,6
77,410000,6,17,602,2011,310000,1,0,6,1560,112,1,2025,4,6
0,520000,6,8,728,2012,132000,0,4,3,1598,122,1,2025,4,6
43,335900,6,12,297,2004,239900,1,0,3,1398,69,1,2025,4,6
78,669000,6,8,595,2016,116000,1,0,3,1560,93,1,2025,4,6
77,779000,7,45,21,2020,35000,1,2,3,999,90,1,2025,4,7
77,275000,7,45,448,2006,305000,1,0,2,1461,68,1,2025,4,8
9,392500,7,45,447,2006,237000,1,0,6,1461,65,1,2025,4,9
77,715000,7,56,462,2015,212000,2,0,6,1461,110,1,2025,4,7
34,677000,7,56,471,2015,229000,2,0,6,1461,110,1,2025,4,7
73,225000,7,68,654,2001,310000,1,4,3,1598,107,1,2025,4,7
53,225000,7,87,1188,1997,75000,1,2,6,1397,72,1,2025,4,7
77,810000,7,74,611,2017,150000,1,2,6,1598,115,1,2025,4,6
27,755000,7,45,470,2017,219000,2,0,3,1461,90,1,2025,4,6
11,605000,7,45,462,2014,202350,1,0,3,1461,90,1,2025,4,5
29,1120000,7,74,384,2022,149800,0,0,6,1401,101,1,2025,4,5
77,1295000,7,45,20,2024,16000,0,2,3,999,90,1,2025,4,5
51,429000,7,56,463,2013,220000,1,0,6,1461,90,1,2025,4,4
19,295000,7,45,448,2005,298000,1,0,6,1461,65,1,2025,4,4
72,1035000,7,74,470,2018,98000,0,0,6,1401,101,1,2025,4,3
61,355000,7,100,448,2010,276000,1,0,6,1461,65,1,2025,4,3
5,729000,7,45,463,2018,105000,1,0,3,1461,75,1,2025,4,2
43,520000,7,74,570,2008,197000,1,4,6,1598,110,1,2025,4,2
33,832000,7,45,19,2021,103000,0,2,3,999,90,1,2025,4,2
41,1209950,7,74,172,2021,13000,0,2,6,1201,126,1,2025,4,2
5,220000,7,45,316,1998,225000,1,4,3,1390,75,1,2025,4,2
78,550000,7,45,454,2011,175000,1,0,3,1461,70,1,2025,4,1
72,340000,7,45,189,2005,257000,1,2,6,1390,98,1,2025,3,28
18,1175000,7,74,173,2022,73500,0,2,6,1201,126,1,2025,3,27
51,365000,7,74,450,2007,285000,1,0,6,1461,106,1,2025,3,26
44,485000,7,56,449,2012,275000,1,0,6,1461,110,1,2025,3,25
43,789000,7,45,470,2018,135000,0,0,3,1401,76,1,2025,4,9
78,749000,7,45,1,2020,38850,1,2,3,898,90,1,2025,4,9
78,630000,7,100,463,2016,155000,1,0,6,,,3,2025,4,8
59,475000,7,74,646,2004,245000,0,4,8,1598,115,1,2025,3,22
78,395000,7,45,57,2009,196000,1,2,3,1149,75,1,2025,3,20
52,345047,7,95,785,2003,240000,1,0,4,1870,102,1,2025,3,20
77,450000,7,45,454,2008,165000,1,0,2,1461,65,1,2025,3,18
62,1080000,7,74,383,2020,116000,0,0,6,1401,101,1,2025,3,12
77,365000,7,45,448,2007,283000,1,0,6,1461,65,1,2025,3,5
58,904501,7,45,462,2017,107000,2,0,3,1461,90,1,2025,2,28
78,659000,7,45,15,2021,118000,1,2,3,999,65,1,2025,2,22
62,858000,7,102,26,2023,28000,0,2,6,999,90,3,2024,12,30
52,1150000,7,74,385,2020,110000,2,0,6,1461,115,1,2025,4,7
43,630000,7,45,462,2013,178000,1,0,3,1461,90,1,2025,4,7
78,465000,7,56,449,2012,369000,1,0,6,1461,90,1,2025,4,7
78,175000,7,90,195,1995,298775,1,4,6,1390,83,1,2025,4,7
77,425000,7,45,42,2011,224000,1,2,3,1149,75,1,2025,4,7
3,697500,7,45,1,2020,70000,1,2,3,898,90,1,2025,4,7
52,455000,7,45,255,2008,143000,1,4,6,1390,75,1,2025,4,7
22,460000,7,56,470,2015,309000,0,0,6,1401,101,1,2025,4,7
20,589000,7,74,470,2013,223000,0,0,3,1401,101,1,2025,4,7
77,899750,7,74,385,2020,151000,0,0,6,1401,101,1,2025,4,7
77,600000,7,56,470,2015,195000,1,0,6,1461,90,1,2025,4,7
77,605000,7,56,470,2016,259000,0,0,6,1401,,3,2025,4,7
11,930000,7,74,463,2016,70000,1,0,6,1461,90,1,2025,4,7
5,592850,7,45,463,2019,199000,1,0,3,1461,75,1,2025,4,7
75,150000,7,108,52,1997,250000,1,2,2,1149,58,1,2025,4,7
65,1277000,7,74,174,2023,33722,0,2,6,1201,126,1,2025,4,7
77,525000,7,74,465,2010,315000,1,0,3,,,3,2025,4,7
22,200000,7,68,844,2000,287000,1,4,3,1998,139,1,2025,4,7
5,475000,7,56,454,2011,261000,2,0,6,1461,110,1,2025,4,7
22,754000,7,74,470,2016,257000,0,0,6,1401,101,1,2025,4,7
77,1660000,7,74,171,2024,19000,2,2,6,1332,140,1,2025,4,7
21,889000,7,45,468,2019,126500,0,0,7,1401,76,1,2025,4,7
79,475000,7,56,470,2014,313000,1,0,6,1461,90,1,2025,4,7
57,455000,7,45,312,2003,58250,0,2,3,1201,76,1,2025,4,7
5,460000,7,95,646,2005,232000,1,4,4,1598,115,1,2025,4,7
29,315000,7,45,448,2007,270000,1,0,6,1461,80,1,2025,4,7
78,337000,7,100,448,2011,404000,1,0,6,1461,65,1,2025,4,7
11,690000,7,45,65,2016,51000,1,2,3,1149,75,1,2025,4,7
0,515000,7,45,3,2012,149500,1,4,3,898,90,1,2025,4,7
5,1059000,7,74,173,2022,120000,0,2,6,1201,126,3,2025,4,7
20,309000,7,100,448,2007,209500,1,0,6,1401,,3,2025,4,7
49,365000,7,74,542,2004,277000,0,4,3,1598,115,1,2025,4,7
78,730000,7,45,463,2018,135000,1,0,3,1461,75,1,2025,4,7
0,930000,7,45,470,2018,92000,0,0,3,1401,76,1,2025,4,7
52,455000,7,56,454,2011,272000,1,0,6,1461,105,1,2025,4,7
77,355000,7,68,878,2003,294500,0,4,3,2946,207,1,2025,4,7
6,279000,7,45,458,2012,508000,1,0,7,1461,75,1,2025,4,7
79,340000,7,100,448,2012,238000,1,0,6,1461,65,1,2025,4,7
72,192000,7,45,313,1996,258000,1,4,3,1390,75,1,2025,4,7
78,485000,7,45,469,2013,338000,1,0,7,1461,75,1,2025,4,7
30,330000,7,88,562,1998,165000,1,4,3,,,1,2025,4,7
77,1065000,7,74,385,2021,165000,0,0,6,1401,101,1,2025,4,7
77,1025000,7,74,385,2019,124000,0,0,6,1401,101,1,2025,4,7
23,369000,7,95,646,2004,274000,1,4,4,1401,101,1,2025,4,7
58,133000,7,87,1187,1986,76000,1,4,6,1397,72,1,2025,4,7
77,695000,7,100,470,2016,140000,0,0,6,1401,76,1,2025,4,7
59,435000,7,74,452,2008,302000,0,0,6,1461,100,1,2025,4,7
44,450000,7,100,448,2011,163580,1,0,6,1461,65,1,2025,4,7
8,638000,7,100,1,2020,91000,1,2,6,898,90,1,2025,4,7
6,415000,7,45,448,2011,250000,1,0,3,1461,65,1,2025,4,7
50,375000,7,87,1188,2000,145000,1,4,7,1397,72,1,2025,4,7
77,680000,7,56,452,2010,90500,1,0,6,1461,85,1,2025,4,7
50,447500,7,74,448,2008,205000,0,0,6,1461,100,1,2025,4,7
77,472500,7,74,465,2007,220000,1,0,6,1461,106,1,2025,4,7
65,165000,7,90,194,1996,401000,1,4,6,1390,83,1,2025,4,7
9,195000,7,87,1188,1991,100000,1,2,7,1397,72,1,2025,4,7
41,465000,7,74,569,2006,254000,1,4,6,1598,110,1,2025,4,7
53,625000,7,45,65,2015,111608,1,2,3,1149,75,1,2025,4,7
79,715000,7,56,471,2014,192000,1,0,6,1461,90,1,2025,4,7
4,360000,7,74,190,2002,270000,1,4,6,1390,95,1,2025,4,7
5,225000,7,88,249,1997,212000,1,4,3,1401,51,1,2025,4,7
77,390000,7,45,448,2008,239500,1,0,3,1461,65,1,2025,4,7
77,375000,7,100,448,2011,226500,1,0,6,1461,65,1,2025,4,7
0,985000,7,74,383,2021,124000,0,0,6,1401,101,1,2025,4,7
79,755000,7,74,470,2017,273000,0,0,6,1401,101,1,2025,4,7
47,210000,7,90,194,1994,396000,1,4,6,1390,83,1,2025,4,7
77,365000,7,74,542,2004,20000,1,4,6,1598,115,1,2025,4,7
30,365000,7,45,448,2007,177200,1,0,6,1461,65,1,2025,4,7
77,685000,7,45,462,2019,265000,0,0,3,1401,76,1,2025,4,7
29,149000,7,90,194,1992,250000,1,4,6,1390,83,1,2025,4,7
6,525000,7,100,463,2017,261000,1,0,6,1461,90,1,2025,4,7
38,270000,7,100,254,2009,300000,1,4,6,,,3,2025,4,7
11,220000,7,88,248,1997,280000,1,4,6,1397,80,1,2025,4,7
9,666000,7,45,65,2019,87000,1,4,3,1149,75,1,2025,4,7
78,357500,7,45,653,2000,192000,0,4,3,1598,90,1,2025,4,7
77,658000,7,45,470,2019,192000,1,0,3,1461,90,1,2025,4,7
18,1050000,7,74,172,2021,122000,2,2,6,1332,140,1,2025,4,7
59,315000,7,45,454,2007,420000,1,0,2,1461,65,1,2025,4,7
78,295000,7,45,653,2000,218000,1,4,3,1598,90,1,2025,4,7
77,1000000,7,74,172,2022,119000,2,2,6,1332,140,1,2025,4,7
77,245000,7,74,532,2001,297000,1,4,1,1598,107,1,2025,4,8
0,1198000,7,74,173,2022,49500,0,2,6,1201,126,1,2025,4,7
77,440000,7,74,448,2007,220000,1,0,6,1461,85,1,2025,4,7
77,729000,7,45,470,2015,109000,0,0,3,1401,76,1,2025,4,7
78,865000,7,45,470,2019,96000,0,0,3,1401,76,1,2025,4,7
77,885000,7,45,19,2021,91000,0,2,3,999,90,3,2025,4,7
77,710000,7,45,1,2019,12500,1,2,3,898,90,1,2025,4,7
36,538000,7,74,542,2008,89000,0,4,3,1598,110,1,2025,4,7
51,499000,7,74,450,2004,270000,1,0,3,1461,100,1,2025,4,7
77,907500,7,74,383,2020,92000,1,0,6,1461,115,1,2025,4,7
29,195000,7,90,196,1998,198000,1,4,6,1390,83,1,2025,4,7
77,1250000,7,103,744,2016,116000,0,0,6,1401,126,1,2025,4,7
77,989000,7,45,174,2020,29000,0,2,3,1201,126,1,2025,4,7
5,275000,7,90,198,1999,226000,1,4,6,1397,72,1,2025,4,7
65,155000,7,88,249,1996,358000,1,4,3,1397,55,1,2025,4,7
5,930000,7,45,174,2020,100000,0,2,3,1201,126,1,2025,4,7
5,1085000,7,45,18,2023,24000,0,2,3,999,90,1,2025,4,7
5,560000,7,56,470,2015,206000,2,0,6,1461,110,1,2025,4,7
9,427000,7,100,448,2012,230000,1,0,6,1461,65,1,2025,4,7
52,695000,7,74,450,2010,137000,1,0,3,1461,105,1,2025,4,7
5,910000,7,74,470,2017,189000,0,0,6,1401,101,1,2025,4,7
77,640000,7,45,462,2014,173000,1,0,3,1461,90,1,2025,4,7
0,575000,7,45,470,2016,155000,0,0,3,1401,76,1,2025,4,7
77,714750,7,45,15,2022,55000,1,2,3,999,65,1,2025,4,7
50,435000,7,45,240,2004,215000,1,4,3,1390,98,1,2025,4,7
78,610000,7,45,3,2019,197284,1,2,3,1200,76,1,2025,4,7
77,1425000,7,74,171,2024,33000,0,2,6,1201,126,1,2025,4,7
0,1260000,7,74,173,2022,28900,0,2,6,1201,126,1,2025,4,7
5,965000,7,45,174,2020,87000,0,2,3,1201,126,1,2025,4,7
79,327500,7,45,189,2005,313000,1,4,6,1390,98,1,2025,4,7
20,668000,7,45,15,2022,48500,1,2,3,999,65,1,2025,4,7
77,480000,7,45,469,2015,220000,1,0,7,1461,75,1,2025,4,7
77,705750,7,56,470,2016,163452,0,0,6,1401,101,1,2025,4,7
77,1055000,7,45,18,2023,15000,0,2,3,999,90,1,2025,4,7
20,815000,7,74,465,2011,130000,2,0,3,1461,,3,2025,4,7
52,1379000,7,74,174,2024,19190,0,2,6,1201,126,1,2025,4,7
5,725000,7,56,471,2013,104500,2,0,6,1461,110,1,2025,4,7
76,325000,7,88,564,2001,331000,1,4,6,1598,90,1,2025,4,7
9,280000,7,68,646,2004,407000,1,2,3,1598,107,1,2025,4,7
5,270000,7,45,653,2000,330000,1,4,3,1598,90,1,2025,4,7
52,415000,7,69,465,2011,390000,1,0,6,1461,110,1,2025,4,7
5,650000,7,56,449,2012,240000,2,0,6,1461,110,1,2025,4,7
43,1450000,7,74,171,2024,32600,0,2,6,1201,126,1,2025,4,7
33,1169950,7,45,20,2023,27000,0,2,3,999,90,1,2025,4,7
50,257500,7,100,448,2007,210000,1,0,6,1401,51,1,2025,4,7
29,805000,7,74,611,2018,160000,1,2,6,1598,115,1,2025,4,7
77,510000,7,68,451,2010,245500,1,0,3,1461,110,1,2025,4,7
43,279000,7,45,448,2004,299000,1,0,3,1401,101,1,2025,4,7
29,435000,7,45,63,2014,320000,1,4,3,1149,75,1,2025,4,7
20,659000,7,100,1,2020,90000,1,2,6,898,90,1,2025,4,7
36,265000,7,87,1188,1998,135900,1,4,6,1397,72,1,2025,4,7
67,385000,7,74,786,2004,191000,1,0,6,1870,120,1,2025,4,7
60,1410000,7,74,171,2023,74953,0,2,6,1201,126,1,2025,4,7
5,625000,7,56,646,2010,160500,0,4,6,1598,105,1,2025,4,7
77,570000,7,74,450,2012,342000,2,0,3,1461,110,1,2025,4,7
13,548000,7,56,471,2013,220500,0,0,6,1401,101,1,2025,4,7
36,689900,7,56,570,2011,78000,0,4,6,1598,105,1,2025,4,7
29,535000,7,45,463,2015,238000,1,0,3,1461,75,1,2025,4,7
9,710000,7,45,463,2018,147000,1,0,3,,,3,2025,4,7
78,530000,7,45,470,2015,240000,1,0,3,1461,90,1,2025,4,7
9,335000,7,45,450,2005,252000,1,0,3,1461,65,1,2025,4,7
28,538000,7,45,469,2015,242000,1,0,7,1461,75,1,2025,4,7
5,125000,7,89,755,1992,185000,1,4,3,1721,95,1,2025,4,7
28,858000,7,74,470,2016,179000,0,0,6,1401,101,1,2025,4,7
77,845000,7,56,462,2016,163000,0,0,6,1401,101,1,2025,4,7
29,350000,7,45,452,2003,266000,1,0,6,1461,65,1,2025,4,7
43,1329000,7,74,171,2023,18000,0,2,6,1201,126,1,2025,4,7
43,475000,7,45,542,2008,206000,0,4,3,,,3,2025,4,7
65,950000,7,74,470,2019,135000,0,0,6,1401,101,1,2025,4,7
77,794850,7,102,26,2022,75000,0,2,6,999,90,1,2025,4,7
62,170000,7,90,195,1992,355000,1,4,6,1390,83,1,2025,4,7
64,225000,7,88,250,1998,193000,1,4,6,1397,75,1,2025,4,7
5,653000,7,100,463,2016,111000,1,0,6,1461,90,1,2025,4,7
65,609000,7,45,462,2013,213000,1,0,3,1461,90,1,2025,4,7
0,385000,7,74,190,2002,172000,1,4,6,1390,95,1,2025,4,7
22,660000,7,56,646,2010,174000,0,4,6,1598,105,1,2025,4,7
20,285000,7,45,452,2005,328000,1,0,6,1401,51,1,2025,4,7
29,430000,7,74,448,2009,257000,1,0,6,1461,105,1,2025,4,7
78,400000,7,100,255,2008,257200,1,2,6,,,3,2025,4,7
77,285000,7,100,448,2008,185000,1,0,6,1461,65,1,2025,4,7
77,1190000,7,74,171,2020,140000,0,2,6,1201,126,1,2025,4,7
27,255000,7,74,656,2001,245000,0,4,1,1598,107,1,2025,4,7
77,879000,7,45,19,2021,75000,0,2,3,999,90,1,2025,4,7
53,435000,7,100,57,2012,188000,1,4,6,1200,51,1,2025,4,7
77,1180000,7,74,385,2020,105000,0,0,6,1401,101,1,2025,4,7
51,1125000,7,74,385,2021,136500,2,0,6,1461,115,1,2025,4,7
77,245000,7,88,564,2000,285000,1,4,6,1598,90,1,2025,4,7
78,630000,7,56,454,2012,217000,2,0,6,1461,110,1,2025,4,7
77,550000,7,100,463,2015,161000,1,0,6,1461,90,1,2025,4,7
67,275000,7,88,250,1999,273000,1,4,6,1397,75,1,2025,4,7
5,330000,7,45,190,2005,205000,1,4,6,1390,75,1,2025,4,7
41,630000,7,56,449,2012,162000,0,0,6,1401,101,1,2025,4,7
50,200000,7,88,562,1998,326000,1,4,6,1598,90,1,2025,4,7
43,300000,7,88,562,2000,161000,1,4,6,,,3,2025,4,7
60,848000,7,74,383,2020,70500,1,0,6,1461,115,1,2025,4,7
77,537750,7,100,463,2017,198000,1,0,6,1461,90,1,2025,4,7
20,455000,7,45,448,2007,159000,1,0,3,1461,65,1,2025,4,7
20,365000,7,74,482,2004,261000,1,4,6,1598,115,1,2025,4,7
52,435000,7,74,448,2004,326000,1,0,6,1461,80,1,2025,4,7
29,340000,7,100,57,2011,134000,1,4,6,1149,75,1,2025,4,7
